#,Building Name,City,Country,Height (m),Completed,Use
1803,Fujian Provincial Electric and Power Company Headquarters,Fuzhou ,China,132,2007,office
1803,Residential at Macau Street,Nanning ,China,132,2010,residential
1805,Nanjing Financial City Tower 7,Nanjing ,China,132,2016,office
1806,Sheraton Zhanjiang Tower A,Zhanjiang ,China,132,2015,hotel
1807,Olympic Green Multi-Purpose Tower,Beijing ,China,132,2008,telecommunications / observation
1808,Jinan Center Financial City A1-3,Jinan ,China,131.7,2016,office
1809,Best Western Hotel Harbour View,Hong Kong ,China,131.7,2012,hotel
1810,Spirit Park View 2#,Guigang ,China,131.6,2016,residential
1810,Spirit Park View 3#,Guigang ,China,131.6,2016,residential
1810,Spirit Park View 4#,Guigang ,China,131.6,2016,residential
1810,Spirit Park View 5#,Guigang ,China,131.6,2016,residential
1814,Guangdong Finance Centre,Hong Kong ,China,131.4,1999,office
1815,Mung Ching House,Hong Kong ,China,131.4,2013,residential
1815,Sheung Ching House,Hong Kong ,China,131.4,2013,residential
1817,Tierra Verde 6,Hong Kong ,China,131,1999,residential
1818,Discovery Park Tower 10,Hong Kong ,China,131,1998,residential
1818,Discovery Park Tower 11,Hong Kong ,China,131,1998,residential
1818,Discovery Park Tower 12,Hong Kong ,China,131,1998,residential
1818,Discovery Park Tower 13,Hong Kong ,China,131,1998,residential
1818,Discovery Park Tower 6,Hong Kong ,China,131,1998,residential
1818,Discovery Park Tower 7,Hong Kong ,China,131,1998,residential
1818,Discovery Park Tower 8,Hong Kong ,China,131,1998,residential
1818,Discovery Park Tower 9,Hong Kong ,China,131,1998,residential
1826,Eastern Harbor International Tower,Shanghai ,China,131,2011,office
1827,China Life Tower,Beijing ,China,130.8,1998,office
1828,Bank of China Centre,Hong Kong ,China,130.7,2000,office
1829,LHT Tower,Hong Kong ,China,130.6,2011,office
1830,Yinhui International Hotel,Beihai ,China,130.5,2004,hotel
1831,Dayong Commercial Center 3,Shenzhen ,China,130.4,2015,office
1832,Nanning Rong i Qijiang Yue House #3,Nanning ,China,130,2015,residential
1833,SOHO Hailun Plaza,Shanghai ,China,130,2016,SOHO / office
1834,Yin Dong Building,Shanghai ,China,130,1997,office
1835,Lujiazui Century Tower 2,Shanghai ,China,130,2014,office
1835,Lujiazui Century Tower 3,Shanghai ,China,130,2014,office
1837,Triumph International 10#,Guigang ,China,129.9,2016,residential
1838,Verbena Heights 1-2,Hong Kong ,China,129.3,1997,residential
1839,Park Towers Two,Hong Kong ,China,129,1989,residential
1840,The Gateway Tower 1,Hong Kong ,China,129,1994,office
1840,The Gateway Tower 2,Hong Kong ,China,129,1994,office
1842,The Gateway Tower 3,Hong Kong ,China,128.9,1998,office
1842,The Gateway Tower 5,Hong Kong ,China,128.9,1998,office
1842,The Gateway Tower 6,Hong Kong ,China,128.9,1998,office
1845,Yau Lai Estate Cheuk Lai House,Hong Kong ,China,128.8,2011,residential
1845,Yau Lai Estate Yung Lai House,Hong Kong ,China,128.8,2011,residential
1847,Choi Man House-Yee Man House,Hong Kong ,China,128.3,1998,residential
1848,The Pavilia Hill Tower 3,Hong Kong ,China,128.3,2016,residential
1849,The Pavilia Hill Tower 1,Hong Kong ,China,128.3,2016,residential
1849,The Pavilia Hill Tower 2,Hong Kong ,China,128.3,2016,residential
1849,The Pavilia Hill Tower 5,Hong Kong ,China,128.3,2016,residential
1849,The Pavilia Hill Tower 6,Hong Kong ,China,128.3,2016,residential
1853,Zhanjiang Post Bureau,Zhanjiang ,China,128.2,2003,office
1854,Oi Chak House,Hong Kong ,China,128,2001,residential
1854,Oi Ping House,Hong Kong ,China,128,2001,residential
1856,Harbour Style B,Liuzhou ,China,128,2015,residential
1857,Renaissance Shanghai Yangtze Hotel,Shanghai ,China,128,1991,hotel
1858,Lanko Conference & Exhibition International Plaza Liangge,Chongqing ,China,128,2008,hotel
1859,Kerry Hotel,Shanghai ,China,128,2011,hotel
1860,Water Resources Department,Nanning ,China,128,1994,office
1861,Taikoo Hui Mandarin Oriental Hotel,Guangzhou ,China,128,2013,hotel
1862,King Man House,Hong Kong ,China,127.7,1998,residential
1862,Sik Man House,Hong Kong ,China,127.7,1998,residential
1862,Yat Man House,Hong Kong ,China,127.7,1998,residential
1865,The Royal Court,Hong Kong ,China,127.7,1989,residential
1866,Ching Chak House,Hong Kong ,China,127.1,2005,residential
1866,Ching Chiu House,Hong Kong ,China,127.1,2005,residential
1866,Ching Chung House,Hong Kong ,China,127.1,2006,residential
1866,Ching Hin House,Hong Kong ,China,127.1,2006,residential
1866,Ching Long House,Hong Kong ,China,127.1,2005,residential
1866,Ching Ping House,Hong Kong ,China,127.1,2006,residential
1866,Ching Yu House,Hong Kong ,China,127.1,2006,residential
1866,Ching Yun House,Hong Kong ,China,127.1,2006,residential
1874,Kwun Hei Court Block A,Hong Kong ,China,127.1,2000,residential
1875,Wangjing SOHO T2,Beijing ,China,127,2014,office
1876,Hoi Yan House,Hong Kong ,China,126.5,2004,residential
1877,Shing Tin House and Cheung Tin House,Hong Kong ,China,126.2,1975,residential
1878,CITIC Tower,Hong Kong ,China,126,1997,office
1879,Nongken Tower,Chongqing ,China,126,2007,office
1880,Sanya Haitang Bay Mangrove Tree Resort,Sanya ,China,126,2015,hotel
1881,Lee Garden Two,Hong Kong ,China,125.9,1992,office
1882,Arsenal House West Wing,Hong Kong ,China,125.7,1996,office
1883,Huadong Electrical Power Distribution Building,Shanghai ,China,125.5,1989,office
1884,2 Financial Town T1,Chongqing ,China,125.5,2014,office
1885,Central Government Offices,Hong Kong ,China,125.5,2011,government
1886,Dongyuan Centre T5,Chongqing ,China,125.3,2014,office / retail
1887,The Excelsior,Hong Kong ,China,125.3,1972,hotel
1888,Raffles City Changning 2,Shanghai ,China,125,2016,office / retail
1889,Jinan Center Financial City A6-5,Jinan ,China,125,2016,office
1890,Hong Ching House,Hong Kong ,China,125,2013,residential
1890,Lok Ching House,Hong Kong ,China,125,2013,residential
1890,Yan Ching House,Hong Kong ,China,125,2013,residential
1893,Colorful Yunnan • Flower City Tower A,Kunming ,China,124.8,2015,hotel / retail
1894,CITÉ 33,Hong Kong ,China,124.7,2008,residential
1895,Tak Cheung House,Hong Kong ,China,124.1,2013,residential
1895,Tak Kei House,Hong Kong ,China,124.1,2013,residential
1895,Tak Loong House,Hong Kong ,China,124.1,2013,residential
1895,Tak Shan House,Hong Kong ,China,124.1,2013,residential
1895,Tak Sui House,Hong Kong ,China,124.1,2013,residential
1895,Tak Ying House,Hong Kong ,China,124.1,2013,residential
1895,Tak Yiu House,Hong Kong ,China,124.1,2013,residential
1895,Tak Yu House,Hong Kong ,China,124.1,2013,residential
1903,Huadu Mansion,Shanghai ,China,124,1995,office
1904,Beijing Kerry Centre Office Building,Beijing ,China,123.5,1998,office
1905,Dongyuan Centre T3,Chongqing ,China,123.3,2014,office / retail
1906,Jinan Center Financial City A2-5,Jinan ,China,123.3,2015,office
1907,Verbena Heights 7,Hong Kong ,China,123.1,1997,residential
1908,Green Code Towers 1-2,Hong Kong ,China,123.1,2014,residential
1908,Green Code Towers 3,Hong Kong ,China,123.1,2014,residential
1908,Green Code Towers 5,Hong Kong ,China,123.1,2014,residential
1911,Hua Du Tower,Shanghai ,China,123.1,1996,office / retail
1912,Fortune Plaza Apartments I,Beijing ,China,123.1,2005,residential
1913,Raffles City Chengdu Office Block 1,Chengdu ,China,123,2012,office / retail
1913,Raffles City Chengdu Office Block 2,Chengdu ,China,123,2012,office / retail
1915,Baise Chuanhui International Hotel,Baise ,China,123,2011,hotel
1916,Vanbo Plaza North Tower,Baoding ,China,123,2015,office
1917,Oi Yat House,Hong Kong ,China,122.8,2001,residential
1918,MOD 595,Hong Kong ,China,121.6,2007,residential
1919,Hung Yan House,Hong Kong ,China,121.3,2011,residential
1919,Hung Yiu House,Hong Kong ,China,121.3,2011,residential
1921,Fake Hills Linear Tower,Beihai ,China,121,2014,residential
1922,Guigang Golden Age 13#,Guigang ,China,121,2014,residential
1922,Guigang Golden Age 16#,Guigang ,China,121,2013,residential
1924,Xindi Center Office Tower 2,Hefei ,China,121,2014,office
1924,Xindi Center Office Tower 3,Hefei ,China,121,2014,office
1926,6 Corporate Avenue,Chongqing ,China,120.7,2014,office
1927,Golden One 2#,Nanning ,China,120.4,2016,residential
1927,Golden One 3#,Nanning ,China,120.4,2016,residential
1927,Golden One 5#,Nanning ,China,120.4,2016,residential
1930,Golden One 6#,Nanning ,China,120.2,2016,residential
1931,Golden One 10#,Nanning ,China,120.2,2016,residential
1931,Golden One 7#,Nanning ,China,120.2,2016,residential
1931,Golden One 8#,Nanning ,China,120.2,2016,residential
1931,Golden One 9#,Nanning ,China,120.2,2016,residential
1935,Dalian Times Square 2,Dalian ,China,120,2008,residential / office
1936,Futian Technology Plaza Tower 3,Shenzhen ,China,120,2013,office
1936,Residences at Kerry Parkside,Shanghai ,China,120,2011,serviced apartments
1938,Southwest Hospital Surgery Tower,Chongqing ,China,120,2003,hospital
1939,Guangzhou Linhe Office,Guangzhou ,China,120,2015,office
1940,Keppel Beijing Aether Square Tower B,Beijing ,China,120,2016,office / retail
1941,Emperor Group Centre,Beijing ,China,120,2016,office / retail
1942,Nanhai Waterside Apartments 1,Foshan ,China,120,2008,residential
1942,Nanhai Waterside Apartments 2,Foshan ,China,120,2008,residential
1942,Nanhai Waterside Apartments 3,Foshan ,China,120,2008,residential
1942,Nanhai Waterside Apartments 4,Foshan ,China,120,2008,residential
1946,Forfar,Hong Kong ,China,119.4,2011,residential
1947,The Atrium Office Tower,Chengdu ,China,119,2012,office / retail
1948,Raffles City Chengdu Hotel Block,Chengdu ,China,118.6,2012,hotel
1949,Shui On Centre,Hong Kong ,China,118.5,1987,office
1950,Hung Yat House,Hong Kong ,China,118.3,2011,residential
1951,Fujian Foreign Trade Center Hotel,Fuzhou ,China,118,1997,hotel
1952,Devon House,Hong Kong ,China,118,1993,office
1953,Wangjing SOHO T1,Beijing ,China,118,2014,office
1954,Yiu Fook House,Hong Kong ,China,118,1994,residential
1954,Yiu Fu House,Hong Kong ,China,118,1994,residential
1954,Yiu Lok House,Hong Kong ,China,118,1994,residential
1954,Yiu Wah House,Hong Kong ,China,118,1994,residential
1958,Fuk Lok House,Hong Kong ,China,118,1995,residential
1958,Fuk On House,Hong Kong ,China,118,1995,residential
1960,Hing Cho House,Hong Kong ,China,117.7,1996,residential
1960,Hing Fung House,Hong Kong ,China,117.7,1996,residential
1960,Hing Hong House,Hong Kong ,China,117.7,1996,residential
1960,Tung Lam Court,Hong Kong ,China,117.7,1996,residential
1964,Yuet Ching House,Hong Kong ,China,117.4,2013,residential
1965,Changsha Xinhe Delta Hotel,Changsha ,China,116.8,2014,hotel
1966,Guangxi Construction Building #1,Nanning ,China,116.2,2016,office
1967,China Mayors Plaza,Guangzhou ,China,116,1996,hotel / office
1968,Poly Business Center Hotel Tower,Foshan ,China,116,2016,hotel
1969,99 Bonham,Hong Kong ,China,115.5,2012,hotel
1970,Han Jiang Longjing King 1#,Hechi ,China,115,2015,residential
1970,Han Jiang Longjing King 2#,Hechi ,China,115,2015,residential
1970,Han Jiang Longjing King 3#,Hechi ,China,115,2015,residential
1970,Han Jiang Longjing King 6#,Hechi ,China,115,2016,residential
1970,Han Jiang Longjing King 7#,Hechi ,China,115,2016,residential
1975,Lake View Tower,Macau ,China,115,2009,residential
1976,Wynn Palace,Macau ,China,115,2016,hotel
1977,Qingdao Linghai Spa Hotel,Qingdao ,China,115,2015,hotel
1978,High Point,Hong Kong ,China,114.6,2015,residential
1979,International Ocean City 1,Nanning ,China,114.3,2008,office
1980,Hoi Ning House-Hoi Nam House,Hong Kong ,China,114,1999,residential
1980,Hoi Wen House,Hong Kong ,China,114,1999,residential
1982,Hotel ICON,Hong Kong ,China,114,2011,hotel / education
1983,Guigang Golden Age 12#,Guigang ,China,113.5,2014,residential
1983,Guigang Golden Age 17#,Guigang ,China,113.5,2013,residential
1985,Cubus Building,Hong Kong ,China,113.4,2010,retail
1986,Harmony Clock Tower,Ganzhou ,China,113,2011,observation / office
1987,Xiamen World Overseas Chinese International Conference Center,Xiamen ,China,112.8,2014,office
1988,Hotel Indigo Hong Kong Island,Hong Kong ,China,112.8,2013,hotel
1989,Chinese People`s Liberation Army Forces Hong Kong Building,Hong Kong ,China,112.6,1979,government
1990,Raffles City Chengdu Office Block 3,Chengdu ,China,112.4,2012,serviced apartments / retail
1990,Raffles City Chengdu Serviced Apartment Block,Chengdu ,China,112.4,2012,serviced apartments / retail
1992,Riverside Park #1,Laibin ,China,112.4,2014,residential
1992,Riverside Park #2,Laibin ,China,112.4,2014,residential
1992,Riverside Park #3,Laibin ,China,112.4,2014,residential
1992,Riverside Park #5,Laibin ,China,112.4,2014,residential
1996,Shanghai Centre East Apartment,Shanghai ,China,112,1990,serviced apartments
1996,Shanghai Centre West Apartment,Shanghai ,China,112,1990,serviced apartments
1998,JW Marriott Shenzhen Bao'an,Shenzhen ,China,112,2015,hotel
1999,Keppel Beijing Aether Square Tower A,Beijing ,China,112,2016,office / retail
2000,International Ocean City 4,Nanning ,China,112,2008,office
2001,Universal Mansion,Shanghai ,China,111.9,1995,office
2002,Guangdong Provincial Outpatient Hospital,Guangzhou ,China,111.7,2003,hospital
2003,China Unicom Building,Shenzhen ,China,111.6,2002,office
2004,Dalian Global Finance Center Tower A,Dalian ,China,111,2012,office
2005,Bedford 28,Hong Kong ,China,110.6,2008,residential
2006,Jinling Hotel,Nanjing ,China,110.4,1982,hotel
2007,Dayong Commercial Center 4,Shenzhen ,China,110.4,2015,office
2008,Guangzhou Poly National Tax Bureau Building,Guangzhou ,China,110.4,2006,office
2009,Tak Pui House,Hong Kong ,China,110.3,2013,residential
2010,Provincial Cultural Center Building 1,Jinan ,China,110.2,2014,
2011,Vientiane Golden Bay Plaza 1,Zhanjiang ,China,110,2011,residential
2011,Vientiane Golden Bay Plaza 2,Zhanjiang ,China,110,2011,residential
2011,Vientiane Golden Bay Plaza 3,Zhanjiang ,China,110,2011,residential
2014,Henderson Center,Beijing ,China,110,1997,office
2014,Zhanjiang Commercial Mansion,Zhanjiang ,China,110,2012,office
2016,Sheraton Zhanjiang Tower B,Zhanjiang ,China,110,2015,office
2017,Cathay Pacific Plaza 5,Ordos ,China,110,2014,
2017,Cathay Pacific Plaza 6,Ordos ,China,110,2014,office
2019,Shanghai Exhibition Center,Shanghai ,China,110,1959,exhibition
2020,"The Avenue Phase 1, T5",Hong Kong ,China,109.8,2014,residential
2021,Tregunter Tower 1,Hong Kong ,China,109.8,1981,residential
2021,Tregunter Tower 2,Hong Kong ,China,109.8,1981,residential
2023,Hangzhou Civic Center 1,Hangzhou ,China,109.6,2012,office / government
2023,Hangzhou Civic Center 2,Hangzhou ,China,109.6,2012,office / government
2023,Hangzhou Civic Center 3,Hangzhou ,China,109.6,2012,office / government
2023,Hangzhou Civic Center 4,Hangzhou ,China,109.6,2012,office / government
2023,Hangzhou Civic Center 5,Hangzhou ,China,109.6,2012,office / government
2023,Hangzhou Civic Center 6,Hangzhou ,China,109.6,2012,office / government
2029,Century Plaza Tower 2,Liuzhou ,China,109.5,2012,office
2030,Pearl City Mansion,Hong Kong ,China,109,1971,office
2031,Shenzhen International Chamber Of Commerce Building A,Shenzhen ,China,108.5,2002,office
2032,China Construction Bank Building,Shenzhen ,China,108.2,1987,office
2033,NEO Tower C,Shenzhen ,China,108,2009,office
2034,Urban Building,Urumqi ,China,108,2005,office
2035,Fangchenggang Yunnan Building,Fangcheng ,China,108,2015,office
2035,Gemdale Plaza Tower B,Beijing ,China,108,2007,office
2037,Yulin Yun Temple,Yulin ,China,108,1998,religious
2038,Cheung Chi House,Hong Kong ,China,107.9,1984,residential
2038,Cheung Tak House,Hong Kong ,China,107.9,1984,residential
2040,Chancheng Greenland Center Phase 1 Office Tower,Foshan ,China,107.4,2016,office
2041,"Academic 3, City University of Hong Kong",Hong Kong ,China,107.4,2013,education
2042,Oriental Paris Office,Guigang ,China,107,2011,office
2043,Excellence Century Center Tower 4,Qingdao ,China,107,2016,office / retail
2044,Lincoln House,Hong Kong ,China,106.4,1998,office
2045,Soochow Securities Headquarters,Suzhou ,China,106.4,2013,office
2046,Shanghai Library,Shanghai ,China,106.1,1996,library
2047,Guizhou Park Hotel,Guiyang ,China,106,1989,hotel
2048,Shenye TaiRan Building,Shenzhen ,China,106,2012,office
2049,Poly Corporation Headquarters,Beijing ,China,106,2006,office
2050,Gold No.1 Mansion,Zibo ,China,105.8,2014,residential
2051,Guigang Bank of China Tower,Guigang ,China,105.8,2010,office
2052,Jin Jiang Galaxy Hotel,Shanghai ,China,105.8,1990,hotel
2053,1700 Huangxing Road,Shanghai ,China,105.6,2014,office
2054,Kwun Tong 223,Hong Kong ,China,105.4,2009,office
2055,New Greatwall Hotel,Guigang ,China,105,2010,hotel
2056,China International,Zibo ,China,105,2008,hotel / office
2057,SOHO Fuxing Plaza,Shanghai ,China,105,2015,office
2058,Chongqing IFS T3,Chongqing ,China,104.9,2015,office / retail
2058,Chongqing IFS T5,Chongqing ,China,104.9,2015,office / retail
2060,The Riverside 7,Guangzhou ,China,104.4,2009,residential
2060,The Riverside 8,Guangzhou ,China,104.4,2009,residential
2062,Furama Hotel,Beihai ,China,104.2,2014,hotel
2063,SKYPARK,Hong Kong ,China,104.1,2016,residential / retail
2064,Nanning Rong i Qijiang Yue House #1,Nanning ,China,104,2015,residential
2065,Grand Hyatt Hotel Guangzhou,Guangzhou ,China,103.6,2008,hotel
2066,Unlimited Center,Guangzhou ,China,103.6,2008,office
2067,Jin Jang Rainbow Hotel,Shanghai ,China,102.7,1988,hotel
2068,Baise Global Financial Center,Baise ,China,102.5,2015,office
2068,Baise Moon Lake Hotel,Baise ,China,102.5,2015,hotel
2070,Sheraton Huzhou Hot Spring Resort,Huzhou ,China,102.2,2013,hotel
2071,Fuyu Plaza,Beihai ,China,102.2,2014,office
2072,Kunlun Hotel,Beijing ,China,102.1,1986,hotel
2073,J Hotel @ Jervois Street,Hong Kong ,China,102,2011,hotel
2074,Guigang Golden Age 14#,Guigang ,China,102,2014,residential
2074,Guigang Golden Age 15#,Guigang ,China,102,2013,residential
2076,Jing Mian Xin Cheng Tower,Beijing ,China,102,2013,office
2076,North Sea Zhenxing,Beihai ,China,102,2009,office
2078,Lingnan Building of Sun Yat-sen Memorial Hospital,Guangzhou ,China,101.6,1997,hospital
2079,Weitong International Center A,Zibo ,China,101,2012,office / residential
2079,Weitong International Center B,Zibo ,China,101,2012,office / residential
2081,Oi Yuk House,Hong Kong ,China,100.6,2001,residential
2082,Jubilee Bay 1#,Beihai ,China,100,2016,residential
2082,Senhai Heights View Di 1#,Beihai ,China,100,2015,residential
2082,Senhai Heights View Di 2#,Beihai ,China,100,2015,residential
2082,Senhai Heights View Di 3#,Beihai ,China,100,2015,residential
2082,Senhai Heights View Di 6#,Beihai ,China,100,2015,residential
2087,Furama 1#,Beihai ,China,100,2014,residential
2087,Golden One 11#,Nanning ,China,100,2016,residential
2087,Golden One 12#,Nanning ,China,100,2016,residential
2090,Golden One 13#,Nanning ,China,100,2016,residential
2090,Golden One 15#,Nanning ,China,100,2016,residential
2092,Central Hotel,Shanghai ,China,100,2000,hotel
2093,White Swan Hotel,Guangzhou ,China,100,1983,hotel
2094,Phoenix Island 1,Sanya ,China,100,2012,residential
2094,Phoenix Island 2,Sanya ,China,100,2012,residential
2094,Phoenix Island 3,Sanya ,China,100,2012,residential
2094,Phoenix Island 4,Sanya ,China,100,2012,residential
2094,Phoenix Island 5,Sanya ,China,100,2012,residential
2094,Yuchai Building,Yulin ,China,100,2013,office
2100,Chaowai MEN Center 1,Beijing ,China,100,2005,residential
2101,Chaowai MEN Center 2,Beijing ,China,100,2005,office
2101,Honi International Plaza,Shanghai ,China,100,2006,office
2101,Mincheng Center Office Tower,Fuzhou ,China,100,2016,office
2101,Yulin Yongli Square Happiness A,Yulin ,China,100,2016,residential
2101,Yulin Yongli Square Happiness B,Yulin ,China,100,2016,residential
2106,Wanda Vista Hotel,Kunming ,China,100,2014,hotel
2107,Wynn Macau Resort & Casino,Macau ,China,100,2006,hotel / casino
2108,CITIC Bank Headquarters,Hangzhou ,China,100,2016,office
2108,Jiaming Center,Beijing ,China,100,2011,office
2110,Baise Hengsheng Hotel,Baise ,China,100,2008,hotel
2110,New Century Global Center,Chengdu ,China,100,2013,other / hotel / education / office / retail
2112,2E31 Shanghai Shipyard (Pudong) (Tower 2),Shanghai ,China,100,2016,office
2112,Huachuang International Plaza Tower 3,Changsha ,China,100,2016,office
2112,Jiu Jie Gao Wu B,Chongqing ,China,100,2012,office / retail
2112,Urumqi Greentown Square Tower D,Urumqi ,China,100,2016,office
2112,Urumqi Greentown Square Tower E,Urumqi ,China,100,2016,office
2112,Urumqi Greentown Square Tower F,Urumqi ,China,100,2016,office
2112,Urumqi Greentown Square Tower G,Urumqi ,China,100,2016,office
2112,Wanda International Decorated Apartment 1,Kunming ,China,100,2014,residential
2112,Wanda International Decorated Apartment 2,Kunming ,China,100,2014,residential
2112,Wanda Vista Nanning,Nanning ,China,100,2015,hotel
1,Tokyo Sky Tree,Tokyo ,Japan,634,2012,telecommunications / observation
2,Tokyo Tower,Tokyo ,Japan,332.9,1958,telecommunications / observation
3,Abeno Harukas,Osaka ,Japan,300,2014,hotel / office / retail
4,Landmark Tower,Yokohama ,Japan,296.3,1993,hotel / office
5,Rinku Gate Tower,Izumisano ,Japan,256,1996,hotel / office
6,Osaka World Trade Center,Osaka ,Japan,256,1995,office
7,Toranomon Hills,Tokyo ,Japan,255.5,2014,hotel / residential / office
8,Midtown Tower,Tokyo ,Japan,247.9,2007,hotel / office
9,Midland Square,Nagoya ,Japan,247,2007,office
10,JR Central Office Tower,Nagoya ,Japan,245,2000,office
11,Tokyo Metropolitan Government Building,Tokyo ,Japan,243.4,1991,office
12,Sunshine 60 Tower,Tokyo ,Japan,240,1978,office
13,NTT DoCoMo Yoyogi Building,Tokyo ,Japan,240,2000,office
14,Roppongi Hills Mori Tower,Tokyo ,Japan,238.1,2003,office
15,Opera City Tower,Tokyo ,Japan,234.4,1997,office
16,Fukuoka Tower,Fukuoka ,Japan,234,1989,observation
17,Shinjuku Park Tower,Tokyo ,Japan,232.6,1994,hotel / office
18,Sumitomo Roppongi Grand Tower,Tokyo ,Japan,230,2016,office
19,JR Central Hotel Tower,Nagoya ,Japan,226,2000,hotel
20,Shinjuku Mitsui Building,Tokyo ,Japan,225,1974,office
21,Shinjuku Center Building,Tokyo ,Japan,222.8,1979,office / retail
22,St. Luke's Tower,Tokyo ,Japan,220.6,1994,office
23,Shiodome City Center,Tokyo ,Japan,215.8,2003,office
24,Dentsu Headquarters Building,Tokyo ,Japan,213.3,2002,office
25,G1 Tower,Hitachinaka ,Japan,213,2010,industrial
26,ACT Tower,Hamamatsu ,Japan,212.8,1994,hotel / office
27,JR Gate Tower,Nagoya ,Japan,211.1,2016,office / hotel / retail
28,Shinjuku Sumitomo Building,Tokyo ,Japan,210.3,1974,office
29,The Kitahama,Osaka ,Japan,209,2009,residential
30,Shinjuku Nomura Building,Tokyo ,Japan,209,1978,office
31,Ark Hills Sengokuyama Mori Tower,Tokyo ,Japan,206.7,2012,office / residential
32,GranTokyo North Tower,Tokyo ,Japan,205,2007,office
33,GranTokyo South Tower,Tokyo ,Japan,205,2007,office
34,Park City Musashi-Kosugi Mid Sky Tower,Kawasaki ,Japan,204,2009,residential
35,Mode Gakuen Cocoon Tower,Tokyo ,Japan,203.7,2008,education
36,X-Tower Osaka Bay,Osaka ,Japan,201,2006,residential
37,Izumi Garden Tower,Tokyo ,Japan,201,2002,hotel / office
38,Japan Post Tower,Tokyo ,Japan,200.1,2012,office
39,ORC 200,Osaka ,Japan,200,1994,hotel / office
40,Sompo Japan Head Office Building,Tokyo ,Japan,200,1976,office
41,The Yomiuri Shimbun Building,Tokyo ,Japan,200,2013,office
42,The Otemachi Tower,Tokyo ,Japan,199.7,2013,hotel / office
43,Nakanoshima Festival Tower,Osaka ,Japan,199,2012,office / other
44,Shin-Marunouchi Building,Tokyo ,Japan,198,2007,office
45,JP Tower,Nagoya ,Japan,195.7,2015,office
46,Sumitomo Fudosan Shinjuku Grand Tower,Tokyo ,Japan,195.2,2011,office
47,KEPCO Headquarters,Osaka ,Japan,195,2004,office
48,Harumi Island Triton Square Tower X,Tokyo ,Japan,194.9,2001,office
49,Sanno Park Tower,Tokyo ,Japan,194.5,2000,office
50,City Tower Hiroshima,Hiroshima ,Japan,193,2016,hotel / office
51,Nippon Television Tower,Tokyo ,Japan,192.8,2003,office / retail
52,Nihonbashi Mitsui Tower,Tokyo ,Japan,192.3,2005,hotel / office
53,Kachidoki View Tower,Tokyo ,Japan,192.2,2010,residential / office
54,The Tokyo Towers Mid Tower,Tokyo ,Japan,192,2008,residential
54,The Tokyo Towers Sea Tower,Tokyo ,Japan,192,2008,residential
56,Tomihisa Cross Comfort Tower,Tokyo ,Japan,191,2015,residential
57,Acty Shiodome,Tokyo ,Japan,190.3,2004,residential
58,City Tower Kobe Sannomiya,Kobe ,Japan,190,2013,residential / hotel
58,City Tower Musashikosugi,Kawasaki ,Japan,190,2016,residential
60,Shinjuku I-Land Tower,Tokyo ,Japan,190,1995,office
61,HERBIS Osaka,Osaka ,Japan,189.7,1997,hotel / office
62,Osaka Hibikino Machi - The Sanctus Tower,Osaka ,Japan,189.6,2015,residential
63,Toshima Ecomusee Town,Tokyo ,Japan,189,2015,residential / office
64,Cerulean Tower,Tokyo ,Japan,188,2001,residential / hotel / office
65,Capital Gate Place,Tokyo ,Japan,187.1,2015,residential
66,Atago Green Hills Mori Tower,Tokyo ,Japan,187,2001,office
67,Umeda Hankyu Building,Osaka ,Japan,187,2009,office / retail
68,Elsa Tower 55,Kawaguchi ,Japan,186,1998,residential
69,The Tower,Osaka ,Japan,185,2008,residential
70,Shinjuku Oak Tower,Tokyo ,Japan,183.8,2002,office
71,Owl Tower,Tokyo ,Japan,182.8,2011,residential
72,Shibuya Hikarie,Tokyo ,Japan,182.5,2012,office / exhibition / retail
73,Tokyo Nihonbashi Tower,Tokyo ,Japan,182.2,2015,office
74,Apa Hotel & Resort Tokyo Bay,Chiba ,Japan,180.8,1993,hotel
75,Century Park Tower,Tokyo ,Japan,180,1998,residential
76,Park City Toyosu Building A,Tokyo ,Japan,180,2008,residential
76,Proud Tower Shinonome Canal Court,Tokyo ,Japan,180,2012,residential
78,NEC Supertower,Tokyo ,Japan,180,1990,office
79,Nagoya Lucent Tower,Nagoya ,Japan,180,2007,office
80,JA Building,Tokyo ,Japan,180,2009,office
80,Sendai Trust Tower,"Sendai, Miyagi ",Japan,180,2010,hotel / office
82,Tokyo Garden Terrace Kioicho - Kioi Tower,Tokyo ,Japan,180,2016,office / retail
83,Peace Tower,Osaka ,Japan,180,1970,observation
84,Nagoya TV Tower,Nagoya ,Japan,180,1954,telecommunications / observation
85,Grand Front Osaka Tower A,Osaka ,Japan,179.4,2013,office / retail
86,Sumitomo Fudosan Mita Twin Building West,Tokyo ,Japan,179.3,2006,hotel / office
87,Akasaka Biz Tower,Tokyo ,Japan,179.3,2008,office
88,Marunouchi Building,Tokyo ,Japan,179,2002,office
89,Kachidoki The Tower,Tokyo ,Japan,178.8,2016,residential
90,W-Comfort Towers East,Tokyo ,Japan,178.5,2004,residential
91,Keio Plaza North Building,Tokyo ,Japan,178,1971,hotel
92,Marunouchi Trust Building Main Tower,Tokyo ,Japan,178,2008,hotel / office
93,A2 Tower 3 Harumi,Tokyo ,Japan,177.3,2015,residential
93,A3 Tower 3 Harumi,Tokyo ,Japan,177.3,2015,residential
95,City Tower Nishi-Umeda,Osaka ,Japan,177,2006,residential
96,Breeze Tower,Osaka ,Japan,177,2008,office
